Date,Ratio
2012,0.36966580976863755
2013,0.5813801016226848
2014,0.5788192331101644
2015,0.45702029368091074
2016,0.525301858635192
2017,0.736246706958004
2018,0.6870874042777925
2019,0.7196595744680852
2020,0.7658953512612049
